 16.461383 seconds (161.37 k allocations: 7.048 MB, 0.04% gc time)
 15.564059 seconds (731 allocations: 65.531 KB)
 15.833425 seconds (723 allocations: 64.969 KB)
 15.792304 seconds (723 allocations: 64.969 KB)
 15.784898 seconds (723 allocations: 64.969 KB)
 15.793508 seconds (725 allocations: 65.031 KB)
 15.400222 seconds (723 allocations: 64.969 KB)
 15.874353 seconds (731 allocations: 65.531 KB)
 16.110170 seconds (725 allocations: 65.031 KB)
 16.096125 seconds (723 allocations: 64.969 KB)
 15.965362 seconds (723 allocations: 64.969 KB)
 15.450918 seconds (723 allocations: 64.969 KB)
 15.804868 seconds (723 allocations: 64.969 KB)
 15.900177 seconds (731 allocations: 65.531 KB)
 15.931533 seconds (723 allocations: 64.969 KB)
 16.195923 seconds (723 allocations: 64.969 KB)
 16.135700 seconds (727 allocations: 65.094 KB)
 15.458484 seconds (723 allocations: 64.969 KB)
 15.378943 seconds (723 allocations: 64.969 KB)
 15.697957 seconds (731 allocations: 65.531 KB)
 15.621543 seconds (723 allocations: 64.969 KB)
 15.456348 seconds (723 allocations: 64.969 KB)
 15.763311 seconds (723 allocations: 64.969 KB)
 15.905653 seconds (723 allocations: 64.969 KB)
 15.454185 seconds (723 allocations: 64.969 KB)
 15.814163 seconds (731 allocations: 65.531 KB)
 15.896519 seconds (723 allocations: 64.969 KB)
 15.514254 seconds (723 allocations: 64.969 KB)
 15.773267 seconds (723 allocations: 64.969 KB)
 15.709116 seconds (723 allocations: 64.969 KB)
