 23.591671 seconds (161.48 k allocations: 7.055 MB, 0.03% gc time)
 22.673539 seconds (731 allocations: 65.922 KB)
 22.522257 seconds (723 allocations: 65.359 KB)
 22.606306 seconds (723 allocations: 65.359 KB)
 22.942869 seconds (723 allocations: 65.359 KB)
 22.186957 seconds (725 allocations: 65.422 KB)
 22.463578 seconds (723 allocations: 65.359 KB)
 22.495921 seconds (731 allocations: 65.922 KB)
 22.268293 seconds (727 allocations: 65.484 KB)
 22.570358 seconds (723 allocations: 65.359 KB)
 23.229851 seconds (723 allocations: 65.359 KB)
 22.095989 seconds (723 allocations: 65.359 KB)
 22.880132 seconds (723 allocations: 65.359 KB)
 22.464670 seconds (731 allocations: 65.922 KB)
 22.457003 seconds (723 allocations: 65.359 KB)
 22.551201 seconds (723 allocations: 65.359 KB)
 23.045498 seconds (727 allocations: 65.484 KB)
 21.948731 seconds (723 allocations: 65.359 KB)
 22.115287 seconds (723 allocations: 65.359 KB)
 22.213621 seconds (731 allocations: 65.922 KB)
 22.495049 seconds (723 allocations: 65.359 KB)
 22.774158 seconds (723 allocations: 65.359 KB)
 22.340125 seconds (723 allocations: 65.359 KB)
 23.166783 seconds (723 allocations: 65.359 KB)
 22.654946 seconds (723 allocations: 65.359 KB)
 22.583876 seconds (731 allocations: 65.922 KB)
 22.396331 seconds (723 allocations: 65.359 KB)
 22.794510 seconds (723 allocations: 65.359 KB)
 22.796287 seconds (723 allocations: 65.359 KB)
 22.445392 seconds (723 allocations: 65.359 KB)
