  1.877923 seconds (163.41 k allocations: 7.197 MB)
  0.015570 seconds (2.54 k allocations: 197.766 KB)
  0.013624 seconds (2.54 k allocations: 198.141 KB)
  0.015156 seconds (2.54 k allocations: 197.891 KB)
  0.010457 seconds (2.54 k allocations: 198.266 KB)
  0.013014 seconds (2.56 k allocations: 198.453 KB)
  0.007899 seconds (2.54 k allocations: 198.016 KB)
  0.018875 seconds (2.53 k allocations: 197.453 KB)
  0.021999 seconds (2.54 k allocations: 198.141 KB)
  0.008539 seconds (2.53 k allocations: 197.203 KB)
  0.021729 seconds (2.53 k allocations: 198.016 KB)
  0.032962 seconds (2.53 k allocations: 197.703 KB)
  0.007673 seconds (2.54 k allocations: 198.266 KB)
  0.015194 seconds (2.54 k allocations: 197.734 KB)
  0.018826 seconds (2.54 k allocations: 198.047 KB)
  0.013109 seconds (2.53 k allocations: 197.328 KB)
  0.012321 seconds (2.54 k allocations: 198.078 KB)
  0.010302 seconds (2.52 k allocations: 197.172 KB)
  0.019808 seconds (2.54 k allocations: 198.203 KB)
  0.014565 seconds (2.53 k allocations: 197.453 KB)
  0.017459 seconds (2.54 k allocations: 198.078 KB)
  0.011371 seconds (2.53 k allocations: 197.703 KB)
  0.011629 seconds (2.54 k allocations: 198.078 KB)
  0.011005 seconds (2.54 k allocations: 197.953 KB)
  0.023114 seconds (2.54 k allocations: 198.203 KB)
  0.027721 seconds (2.53 k allocations: 197.703 KB)
  0.013605 seconds (2.55 k allocations: 198.391 KB)
  0.016118 seconds (2.53 k allocations: 197.641 KB)
  0.012266 seconds (2.53 k allocations: 197.859 KB)
  0.010300 seconds (2.53 k allocations: 197.516 KB)
  0.013111 seconds (2.53 k allocations: 198.016 KB)
  0.014704 seconds (2.54 k allocations: 197.766 KB)
  0.009712 seconds (2.54 k allocations: 198.203 KB)
  0.007616 seconds (2.53 k allocations: 197.672 KB)
  0.011631 seconds (2.55 k allocations: 198.578 KB)
  0.007522 seconds (2.53 k allocations: 197.484 KB)
  0.032614 seconds (2.54 k allocations: 198.234 KB)
  0.016701 seconds (2.55 k allocations: 198.078 KB)
  0.021178 seconds (2.56 k allocations: 198.391 KB)
  0.012301 seconds (2.59 k allocations: 199.078 KB)
  0.012205 seconds (2.56 k allocations: 198.453 KB)
  0.017611 seconds (2.55 k allocations: 197.891 KB)
  0.009668 seconds (2.57 k allocations: 198.703 KB)
  0.014104 seconds (2.55 k allocations: 197.703 KB)
  0.009069 seconds (2.56 k allocations: 198.516 KB)
  0.009632 seconds (2.56 k allocations: 198.266 KB)
  0.016111 seconds (2.56 k allocations: 198.391 KB)
  0.011740 seconds (2.56 k allocations: 198.266 KB)
  0.016924 seconds (2.56 k allocations: 198.516 KB)
  0.012552 seconds (2.56 k allocations: 198.141 KB)
  0.020904 seconds (2.56 k allocations: 198.391 KB)
  0.014737 seconds (2.57 k allocations: 198.453 KB)
  0.015545 seconds (2.56 k allocations: 198.516 KB)
  0.021672 seconds (2.56 k allocations: 198.266 KB)
  0.007975 seconds (2.57 k allocations: 198.641 KB)
  0.015858 seconds (2.56 k allocations: 198.141 KB)
  0.011430 seconds (2.56 k allocations: 198.391 KB)
  0.012652 seconds (2.55 k allocations: 197.891 KB)
  0.014393 seconds (2.56 k allocations: 198.578 KB)
  0.011408 seconds (2.56 k allocations: 198.016 KB)
  0.015026 seconds (2.57 k allocations: 198.734 KB)
  0.012334 seconds (2.56 k allocations: 197.984 KB)
  0.020364 seconds (2.55 k allocations: 198.141 KB)
  0.016169 seconds (2.57 k allocations: 198.422 KB)
  0.011991 seconds (2.57 k allocations: 198.641 KB)
  0.025878 seconds (2.55 k allocations: 197.734 KB)
  0.018397 seconds (2.56 k allocations: 198.578 KB)
  0.014878 seconds (2.57 k allocations: 198.391 KB)
  0.010570 seconds (2.57 k allocations: 198.797 KB)
  0.014570 seconds (2.56 k allocations: 198.266 KB)
  0.019162 seconds (2.57 k allocations: 198.828 KB)
  0.006608 seconds (2.55 k allocations: 197.953 KB)
  0.009054 seconds (2.59 k allocations: 199.266 KB)
  0.009304 seconds (2.55 k allocations: 197.891 KB)
