 22.459604 seconds (161.37 k allocations: 7.047 MB, 0.03% gc time)
 21.548195 seconds (731 allocations: 65.141 KB)
 21.550533 seconds (723 allocations: 64.578 KB)
 21.880830 seconds (723 allocations: 64.578 KB)
 21.481195 seconds (723 allocations: 64.578 KB)
 21.630696 seconds (725 allocations: 64.641 KB)
 21.445158 seconds (723 allocations: 64.578 KB)
 21.544740 seconds (731 allocations: 65.141 KB)
 21.943929 seconds (727 allocations: 64.703 KB)
 21.399020 seconds (723 allocations: 64.578 KB)
 21.685885 seconds (723 allocations: 64.578 KB)
 21.212040 seconds (723 allocations: 64.578 KB)
 21.575079 seconds (723 allocations: 64.578 KB)
 21.218897 seconds (731 allocations: 65.141 KB)
 21.646762 seconds (723 allocations: 64.578 KB)
 21.310336 seconds (723 allocations: 64.578 KB)
 21.213476 seconds (725 allocations: 64.641 KB)
 21.376719 seconds (723 allocations: 64.578 KB)
 21.010762 seconds (723 allocations: 64.578 KB)
 21.491439 seconds (731 allocations: 65.141 KB)
 21.280482 seconds (723 allocations: 64.578 KB)
 21.161725 seconds (723 allocations: 64.578 KB)
 21.104635 seconds (723 allocations: 64.578 KB)
 21.252963 seconds (723 allocations: 64.578 KB)
 21.407828 seconds (723 allocations: 64.578 KB)
 21.290637 seconds (731 allocations: 65.141 KB)
 21.226552 seconds (723 allocations: 64.578 KB)
 21.124111 seconds (723 allocations: 64.578 KB)
 21.481689 seconds (723 allocations: 64.578 KB)
 21.449484 seconds (723 allocations: 64.578 KB)
